keyword,title,price,rating,reviews,platform,position,delivery,discount,brand,visibility_score,price_range
office chair ergonomic,Puma Office Chair Ergonomic Model 296,12559.0,4.4,2806.0,Reliance Digital,,Free Delivery,,Puma,,Mid-Range
microwave oven convection,Puma Microwave Oven Convection Model 195,12872.0,4.4,629.0,Amazon,,5 Days,,Puma,,Mid-Range
microwave oven convection,Boat Microwave Oven Convection Model 919,27029.0,4.6,4765.0,Croma,,5 Days,,Boat,,Premium
air fryer india,Lg Air Fryer India Model 497,1734.0,4.9,1240.0,Amazon,,Free Delivery,,Lg,,Budget
men running shoes,Sony Men Running Shoes Model 630,25956.0,,3445.0,Amazon,,5 Days,,Sony,,Premium
microwave oven convection,Boat Microwave Oven Convection Model 727,16473.0,,4296.0,Croma,,Free Delivery,,Boat,,Mid-Range
air fryer india,Dell Air Fryer India Model 238,8235.0,3.0,351.0,Croma,,5 Days,,Dell,,Mid-Range
microwave oven convection,Philips Microwave Oven Convection Model 652,26565.0,2.6,3497.0,Amazon,,2 Days,,Philips,,Premium
microwave oven convection,Samsung Microwave Oven Convection Model 126,29631.0,3.6,531.0,Amazon,,2 Days,,Samsung,,Premium
men running shoes,Philips Men Running Shoes Model 411,25279.0,3.4,2261.0,Amazon,,5 Days,,Philips,,Premium
air fryer india,Hp Air Fryer India Model 755,11309.0,3.6,4502.0,Flipkart,,2 Days,,Hp,,Mid-Range
air fryer india,Dell Air Fryer India Model 243,18440.0,2.6,3171.0,Amazon,,Free Delivery,,Dell,,Mid-Range
office chair ergonomic,Boat Office Chair Ergonomic Model 163,49391.0,4.0,1681.0,Reliance Digital,,Free Delivery,,Boat,,Premium
men running shoes,Dell Men Running Shoes Model 873,36201.0,3.7,600.0,Flipkart,,5 Days,,Dell,,Premium
power bank fast charging,Lg Power Bank Fast Charging Model 346,17711.0,3.6,608.0,Croma,,2 Days,,Lg,,Mid-Range
power bank fast charging,Samsung Power Bank Fast Charging Model 316,29321.0,3.8,2779.0,Amazon,,5 Days,,Samsung,,Premium
microwave oven convection,Lg Microwave Oven Convection Model 152,5102.0,2.8,2118.0,Reliance Digital,,5 Days,,Lg,,Mid-Range
microwave oven convection,Hp Microwave Oven Convection Model 770,1253.0,3.6,1177.0,Flipkart,,5 Days,,Hp,,Budget
microwave oven convection,Puma Microwave Oven Convection Model 996,42455.0,2.7,533.0,Croma,,2 Days,,Puma,,Premium
power bank fast charging,Boat Power Bank Fast Charging Model 927,5855.0,4.7,3908.0,Croma,,2 Days,,Boat,,Mid-Range
men running shoes,Lg Men Running Shoes Model 260,7350.0,3.8,2107.0,Amazon,,Free Delivery,,Lg,,Mid-Range
men running shoes,Samsung Men Running Shoes Model 170,20645.0,,679.0,Reliance Digital,,Free Delivery,,Samsung,,Premium
air fryer india,Puma Air Fryer India Model 311,38802.0,4.0,1316.0,Amazon,,5 Days,,Puma,,Premium
microwave oven convection,Dell Microwave Oven Convection Model 924,1432.0,4.8,2003.0,Croma,,2 Days,,Dell,,Budget
office chair ergonomic,Sony Office Chair Ergonomic Model 493,25335.0,3.5,252.0,Croma,,5 Days,,Sony,,Premium
air fryer india,Dell Air Fryer India Model 603,18674.0,,4850.0,Amazon,,Free Delivery,,Dell,,Mid-Range
microwave oven convection,Lg Microwave Oven Convection Model 741,12854.0,4.0,1502.0,Croma,,5 Days,,Lg,,Mid-Range
office chair ergonomic,Puma Office Chair Ergonomic Model 946,27326.0,4.4,3197.0,Amazon,,5 Days,,Puma,,Premium
office chair ergonomic,Sony Office Chair Ergonomic Model 491,29394.0,3.0,485.0,Flipkart,,5 Days,,Sony,,Premium
air fryer india,Lg Air Fryer India Model 268,18575.0,2.8,1910.0,Croma,,5 Days,,Lg,,Mid-Range
air fryer india,Dell Air Fryer India Model 521,28686.0,5.0,640.0,Flipkart,,Free Delivery,,Dell,,Premium
air fryer india,Samsung Air Fryer India Model 897,32149.0,3.9,1417.0,Flipkart,,Free Delivery,,Samsung,,Premium
air fryer india,Samsung Air Fryer India Model 509,33415.0,3.7,418.0,Croma,,2 Days,,Samsung,,Premium
office chair ergonomic,Puma Office Chair Ergonomic Model 834,26972.0,4.4,3119.0,Reliance Digital,,Free Delivery,,Puma,,Premium
air fryer india,Nike Air Fryer India Model 162,48988.0,4.1,4559.0,Flipkart,,5 Days,,Nike,,Premium
microwave oven convection,Hp Microwave Oven Convection Model 594,2169.0,,3203.0,Amazon,,Free Delivery,,Hp,,Budget
air fryer india,Puma Air Fryer India Model 209,222300.0,3.6,3271.0,Amazon,,Free Delivery,,Puma,,Luxury
power bank fast charging,Hp Power Bank Fast Charging Model 605,24658.0,4.1,2491.0,Reliance Digital,,2 Days,,Hp,,Premium
air fryer india,Boat Air Fryer India Model 535,33365.0,3.6,1179.0,Amazon,,5 Days,,Boat,,Premium
men running shoes,Samsung Men Running Shoes Model 931,22549.0,2.9,2761.0,Flipkart,,5 Days,,Samsung,,Premium
power bank fast charging,Hp Power Bank Fast Charging Model 250,38959.0,4.6,579.0,Reliance Digital,,2 Days,,Hp,,Premium
microwave oven convection,Samsung Microwave Oven Convection Model 788,28251.0,3.3,4604.0,Amazon,,Free Delivery,,Samsung,,Premium
men running shoes,Boat Men Running Shoes Model 420,26404.0,3.9,718.0,Croma,,Free Delivery,,Boat,,Premium
air fryer india,Dell Air Fryer India Model 323,34760.0,4.2,2520.0,Croma,,2 Days,,Dell,,Premium
microwave oven convection,Samsung Microwave Oven Convection Model 354,16888.0,2.9,1267.0,Reliance Digital,,5 Days,,Samsung,,Mid-Range
microwave oven convection,Philips Microwave Oven Convection Model 565,28852.0,,4195.0,Flipkart,,Free Delivery,,Philips,,Premium
power bank fast charging,Samsung Power Bank Fast Charging Model 596,26397.0,3.3,1033.0,Reliance Digital,,Free Delivery,,Samsung,,Premium
microwave oven convection,Nike Microwave Oven Convection Model 845,46529.0,4.7,1118.0,Flipkart,,5 Days,,Nike,,Premium
air fryer india,Puma Air Fryer India Model 818,4964.0,4.1,732.0,Flipkart,,5 Days,,Puma,,Budget
air fryer india,Nike Air Fryer India Model 470,33735.0,2.7,1710.0,Amazon,,2 Days,,Nike,,Premium
men running shoes,Nike Men Running Shoes Model 785,24799.0,3.4,246.0,Flipkart,,5 Days,,Nike,,Premium
office chair ergonomic,Philips Office Chair Ergonomic Model 755,9463.0,,3340.0,Flipkart,,Free Delivery,,Philips,,Mid-Range
office chair ergonomic,Dell Office Chair Ergonomic Model 884,7331.0,4.1,2179.0,Reliance Digital,,Free Delivery,,Dell,,Mid-Range
office chair ergonomic,Boat Office Chair Ergonomic Model 172,28498.0,,4784.0,Reliance Digital,,Free Delivery,,Boat,,Premium
power bank fast charging,Sony Power Bank Fast Charging Model 154,33036.0,,3288.0,Reliance Digital,,Free Delivery,,Sony,,Premium
men running shoes,Boat Men Running Shoes Model 762,18772.0,3.4,347.0,Reliance Digital,,Free Delivery,,Boat,,Mid-Range
power bank fast charging,Nike Power Bank Fast Charging Model 813,49195.0,4.1,2711.0,Croma,,Free Delivery,,Nike,,Premium
microwave oven convection,Lg Microwave Oven Convection Model 306,8035.0,4.7,4121.0,Reliance Digital,,5 Days,,Lg,,Mid-Range
power bank fast charging,Dell Power Bank Fast Charging Model 291,1087.0,2.6,1882.0,Croma,,5 Days,,Dell,,Budget
power bank fast charging,Lg Power Bank Fast Charging Model 347,16861.0,4.4,1826.0,Croma,,2 Days,,Lg,,Mid-Range
power bank fast charging,Lg Power Bank Fast Charging Model 649,26039.0,4.1,248.0,Flipkart,,2 Days,,Lg,,Premium
office chair ergonomic,Nike Office Chair Ergonomic Model 210,34006.0,4.6,2854.0,Flipkart,,Free Delivery,,Nike,,Premium
men running shoes,Hp Men Running Shoes Model 454,30364.0,,660.0,Amazon,,5 Days,,Hp,,Premium
power bank fast charging,Lg Power Bank Fast Charging Model 344,25192.0,,1871.0,Flipkart,,Free Delivery,,Lg,,Premium
office chair ergonomic,Samsung Office Chair Ergonomic Model 656,41403.0,2.8,135.0,Amazon,,Free Delivery,,Samsung,,Premium
power bank fast charging,Lg Power Bank Fast Charging Model 620,7596.0,2.5,3981.0,Flipkart,,2 Days,,Lg,,Mid-Range
microwave oven convection,Nike Microwave Oven Convection Model 724,43854.0,3.5,3729.0,Croma,,5 Days,,Nike,,Premium
men running shoes,Nike Men Running Shoes Model 955,12436.0,2.8,4004.0,Amazon,,2 Days,,Nike,,Mid-Range
power bank fast charging,Nike Power Bank Fast Charging Model 543,19052.0,4.2,3428.0,Flipkart,,5 Days,,Nike,,Mid-Range
microwave oven convection,Philips Microwave Oven Convection Model 269,47068.0,3.9,1802.0,Reliance Digital,,Free Delivery,,Philips,,Premium
power bank fast charging,Dell Power Bank Fast Charging Model 653,46043.0,4.2,1541.0,Flipkart,,Free Delivery,,Dell,,Premium
office chair ergonomic,Nike Office Chair Ergonomic Model 771,29337.0,3.6,1541.0,Flipkart,,Free Delivery,,Nike,,Premium
power bank fast charging,Hp Power Bank Fast Charging Model 730,15938.0,3.3,3328.0,Amazon,,Free Delivery,,Hp,,Mid-Range
office chair ergonomic,Hp Office Chair Ergonomic Model 674,41684.0,3.7,3074.0,Croma,,Free Delivery,,Hp,,Premium
air fryer india,Sony Air Fryer India Model 906,41305.0,3.9,3574.0,Reliance Digital,,Free Delivery,,Sony,,Premium
office chair ergonomic,Samsung Office Chair Ergonomic Model 398,31075.0,4.7,1146.0,Amazon,,Free Delivery,,Samsung,,Premium
men running shoes,Dell Men Running Shoes Model 652,30140.0,2.9,807.0,Reliance Digital,,5 Days,,Dell,,Premium
power bank fast charging,Sony Power Bank Fast Charging Model 334,9499.0,4.9,4207.0,Croma,,Free Delivery,,Sony,,Mid-Range
men running shoes,Philips Men Running Shoes Model 277,31389.0,4.3,4321.0,Croma,,5 Days,,Philips,,Premium
office chair ergonomic,Philips Office Chair Ergonomic Model 658,4438.0,,40.0,Amazon,,5 Days,,Philips,,Budget
air fryer india,Dell Air Fryer India Model 580,17961.0,3.1,4995.0,Flipkart,,2 Days,,Dell,,Mid-Range
office chair ergonomic,Dell Office Chair Ergonomic Model 249,9264.0,3.3,609.0,Reliance Digital,,Free Delivery,,Dell,,Mid-Range
microwave oven convection,Lg Microwave Oven Convection Model 223,46052.0,4.5,2531.0,Croma,,Free Delivery,,Lg,,Premium
air fryer india,Lg Air Fryer India Model 237,3117.0,3.7,748.0,Croma,,Free Delivery,,Lg,,Budget
air fryer india,Lg Air Fryer India Model 520,28421.0,4.6,2786.0,Reliance Digital,,5 Days,,Lg,,Premium
air fryer india,Dell Air Fryer India Model 376,48528.0,2.6,3673.0,Flipkart,,Free Delivery,,Dell,,Premium
microwave oven convection,Puma Microwave Oven Convection Model 544,48582.0,3.1,3036.0,Flipkart,,5 Days,,Puma,,Premium
office chair ergonomic,Hp Office Chair Ergonomic Model 112,31474.0,3.0,4517.0,Croma,,Free Delivery,,Hp,,Premium
air fryer india,Nike Air Fryer India Model 635,23979.0,,384.0,Amazon,,2 Days,,Nike,,Premium
office chair ergonomic,Boat Office Chair Ergonomic Model 505,17335.0,4.9,2038.0,Croma,,Free Delivery,,Boat,,Mid-Range
office chair ergonomic,Nike Office Chair Ergonomic Model 457,6006.0,3.4,1498.0,Flipkart,,Free Delivery,,Nike,,Mid-Range
air fryer india,Philips Air Fryer India Model 669,13652.0,2.7,2243.0,Amazon,,2 Days,,Philips,,Mid-Range
men running shoes,Hp Men Running Shoes Model 974,13155.0,3.6,2057.0,Flipkart,,2 Days,,Hp,,Mid-Range
microwave oven convection,Sony Microwave Oven Convection Model 861,14160.0,5.0,1594.0,Reliance Digital,,Free Delivery,,Sony,,Mid-Range
office chair ergonomic,Boat Office Chair Ergonomic Model 534,49386.0,4.1,916.0,Croma,,Free Delivery,,Boat,,Premium
power bank fast charging,Boat Power Bank Fast Charging Model 257,48691.0,4.8,539.0,Croma,,Free Delivery,,Boat,,Premium
office chair ergonomic,Sony Office Chair Ergonomic Model 116,39770.0,4.2,617.0,Reliance Digital,,2 Days,,Sony,,Premium
air fryer india,Sony Air Fryer India Model 725,22083.0,2.5,3667.0,Flipkart,,5 Days,,Sony,,Premium
men running shoes,Lg Men Running Shoes Model 265,31009.0,3.1,506.0,Reliance Digital,,2 Days,,Lg,,Premium
microwave oven convection,Philips Microwave Oven Convection Model 221,14840.0,4.3,3858.0,Flipkart,,Free Delivery,,Philips,,Mid-Range
men running shoes,Lg Men Running Shoes Model 272,5766.0,3.2,973.0,Reliance Digital,,5 Days,,Lg,,Mid-Range
microwave oven convection,Puma Microwave Oven Convection Model 738,41951.0,4.0,1460.0,Flipkart,,Free Delivery,,Puma,,Premium
office chair ergonomic,Hp Office Chair Ergonomic Model 205,132290.0,2.6,874.0,Reliance Digital,,Free Delivery,,Hp,,Luxury
office chair ergonomic,Samsung Office Chair Ergonomic Model 229,20104.0,2.7,439.0,Amazon,,2 Days,,Samsung,,Premium
power bank fast charging,Nike Power Bank Fast Charging Model 172,25092.0,3.0,263.0,Croma,,2 Days,,Nike,,Premium
microwave oven convection,Boat Microwave Oven Convection Model 156,220130.0,4.8,4501.0,Croma,,2 Days,,Boat,,Luxury
air fryer india,Dell Air Fryer India Model 243,184400.0,2.6,3171.0,Amazon,,Free Delivery,,Dell,,Luxury
microwave oven convection,Boat Microwave Oven Convection Model 458,31490.0,3.1,1093.0,Amazon,,5 Days,,Boat,,Premium
power bank fast charging,Dell Power Bank Fast Charging Model 484,40635.0,3.0,1454.0,Croma,,2 Days,,Dell,,Premium
office chair ergonomic,Philips Office Chair Ergonomic Model 808,28743.0,5.0,3347.0,Amazon,,2 Days,,Philips,,Premium
power bank fast charging,Philips Power Bank Fast Charging Model 136,11469.0,3.4,2456.0,Reliance Digital,,Free Delivery,,Philips,,Mid-Range
microwave oven convection,Sony Microwave Oven Convection Model 852,47730.0,4.5,3005.0,Croma,,2 Days,,Sony,,Premium
power bank fast charging,Boat Power Bank Fast Charging Model 295,171520.0,3.9,,Flipkart,,Free Delivery,,Boat,,Luxury
air fryer india,Nike Air Fryer India Model 162,489880.0,4.1,4559.0,Flipkart,,5 Days,,Nike,,Luxury
office chair ergonomic,Sony Office Chair Ergonomic Model 116,397700.0,4.2,617.0,Reliance Digital,,2 Days,,Sony,,Luxury
office chair ergonomic,Samsung Office Chair Ergonomic Model 472,9857.0,,3938.0,Amazon,,2 Days,,Samsung,,Mid-Range
office chair ergonomic,Puma Office Chair Ergonomic Model 306,23833.0,2.6,293.0,Flipkart,,5 Days,,Puma,,Premium
microwave oven convection,Dell Microwave Oven Convection Model 367,323170.0,3.6,434.0,Amazon,,Free Delivery,,Dell,,Luxury
microwave oven convection,Puma Microwave Oven Convection Model 195,128720.0,4.4,629.0,Amazon,,5 Days,,Puma,,Luxury
smart phone,Motorola Moto G 2025 Prepaid Smartphone,39.88,3.8,110.0,Walmart,1,Free next-day delivery,,Motorola,1.0,Budget
smart phone,Samsung Galaxy A17 5G,199.99,4.4,9800.0,Best Buy,2,Free delivery by Sun,,Samsung,0.5,Budget
smart phone,Apple Refurbished Iphone 13,56.0,4.1,1800.0,Constructorcampus.Org,3,Unknown,,Apple,0.3333333333333333,Budget
smart phone,Samsung Galaxy S25 Fe,13.99,4.6,124000.0,At&T,4,Free delivery,,Samsung,0.25,Budget
smart phone,Google Pixel 10A,424.0,4.6,1300.0,Best Buy,5,Free delivery by Sun,,Google,0.2,Budget
smart phone,Unihertz Titan 2 5G Smartphone,489.99,4.8,153.0,Unihertz,6,Free delivery,,Unihertz,0.16666666666666666,Budget
smart phone,Apple Iphone 17 Pro Max,1199.0,4.4,20000.0,Apple,7,Free next-day delivery,,Apple,0.14285714285714285,Budget
smart phone,Tracfone Samsung Galaxy A16 Prepaid,49.99,4.3,26.0,Best Buy,8,Free delivery by Sun,,Tracfone,0.125,Budget
smart phone,Samsung Galaxy S26,399.99,4.7,16000.0,Cricket Wireless,9,Free delivery,,Samsung,0.1111111111111111,Budget
smart phone,Samsung Galaxy S26 Ultra,36.12,4.8,54000.0,At&T,10,Free delivery,,Samsung,0.1,Budget
smart phone,Apple Iphone 17,25.81,4.5,8900.0,Walmart,11,Unknown,,Apple,0.09090909090909091,Budget
smart phone,Google Pixel 10 Pro,999.0,4.4,2300.0,Google Store,12,Free delivery,,Google,0.08333333333333333,Budget
smart phone,Motorola Moto G Play 2024,149.99,4.4,1100.0,Best Buy,13,Free delivery by Sun,,Motorola,0.07692307692307693,Budget
smart phone,Oneplus 15 512Gb,999.99,4.5,44.0,Oneplus Official Store,14,Free delivery,,Oneplus,0.07142857142857142,Budget
smart phone,Samsung Galaxy S25 Fe 128Gb Jetblack,149.99,4.7,3100.0,Cricket Wireless,15,Free delivery,,Samsung,0.06666666666666667,Budget
smart phone,Apple Iphone 17 Pro 256Gb Cosmic Orange,1099.0,3.8,2200.0,Apple,16,Free next-day delivery,,Apple,0.0625,Budget
smart phone,Nothing Phone 3 5G Mobile Phone,699.99,4.6,271.0,Best Buy,17,Free delivery by Sun,,Nothing,0.058823529411764705,Budget
smart phone,Phonemax Q9 Mini Smartphone,238.0,5.0,1.0,Phonemax,18,Free delivery,,Phonemax,0.05555555555555555,Budget
smart phone,Samsung Galaxy A15,59.88,3.8,2600.0,Walmart,19,Free delivery by Thu,,Samsung,0.05263157894736842,Budget
smart phone,Motorola Moto G Stylus 2025,29.99,1.0,1.0,Cricket Wireless,20,Free delivery,,Motorola,0.05,Budget
smart phone,Tracfone Blu View Speed Ultra 64Gb Prepaid,24.99,4.2,14.0,Best Buy,21,Unknown,,Tracfone,0.047619047619047616,Budget
smart phone,Google Pixel 10 Pro Xl,1199.0,4.5,2300.0,Google Store,22,Free delivery,,Google,0.045454545454545456,Budget
smart phone,T-Mobile Revvl 8 Pro (With 36 Monthly Payments + Plan) - Revvl Smartphone,10.42,,,T-Mobile,23,Free delivery,,T-Mobile,0.043478260869565216,Budget
smart phone,Tracfone Moto G Play 2024 Prepaid Smartphone,39.88,3.2,406.0,Walmart,24,Free next-day delivery,,Tracfone,0.041666666666666664,Budget
smart phone,Apple Iphone 17E,16.67,4.6,3100.0,Best Buy,25,Free delivery by Sun,,Apple,0.04,Budget
smart phone,Apple Iphone 17 Pro 256Gb Silver,1099.0,3.8,2300.0,Apple,26,Free next-day delivery,,Apple,0.038461538461538464,Budget
smart phone,Nothing Phone Pro,539.0,4.8,145.0,Nothing Us,27,Free delivery by Thu,,Nothing,0.037037037037037035,Budget
smart phone,Unihertz Titan Slim Smartphone,299.99,4.4,113.0,Unihertz,28,Free delivery,,Unihertz,0.03571428571428571,Budget
smart phone,Samsung Galaxy A37 5G,374.99,4.8,3700.0,Best Buy,29,Free delivery by Sun,,Samsung,0.034482758620689655,Budget
smart phone,Google Pixel 10,799.0,4.6,1900.0,Google Store,30,Free delivery,,Google,0.03333333333333333,Budget
smart phone,Samsung Galaxy S26 Ultra 256Gb Black,699.99,,,Cricket Wireless,31,Free delivery,,Samsung,0.03225806451612903,Budget
smart phone,Oneplus 15R 256Gb,699.99,4.8,220.0,Oneplus Official Store,32,Free delivery,,Oneplus,0.03125,Budget
smart phone,Jitterbug Smart4 Smartphone For Seniors,47.99,4.2,585.0,Best Buy,33,Free delivery by Sun,,Jitterbug,0.030303030303030304,Budget
smart phone,Samsung Galaxy A16 Prepaid Smartphone,59.88,3.9,113.0,Walmart,34,Free delivery,,Samsung,0.029411764705882353,Budget
smart phone,Apple Iphone 17 Pro 256Gb Deep Blue,1099.0,3.8,2400.0,Apple,35,Free next-day delivery,,Apple,0.02857142857142857,Budget
smart phone,Apple Iphone 16E Black,599.99,3.9,1200.0,Boost Mobile,36,Unknown,,Apple,0.027777777777777776,Budget
smart phone,Tracfone Motorola Moto G Play 64Gb Prepaid,39.99,4.3,446.0,Best Buy,37,Free delivery by Sun,,Tracfone,0.02702702702702703,Budget
smart phone,Unihertz Jelly Max 5G Smartphone,339.99,4.6,44.0,Unihertz,38,Free delivery,,Unihertz,0.02631578947368421,Budget
smart phone,Apple Iphone 17 Pro,1299.0,4.5,8200.0,Klarna,39,Free delivery,,Apple,0.02564102564102564,Budget
smart phone,Nuu B40 5G Android Smartphone,249.99,,,Nuu,40,Free delivery,,Nuu,0.025,Budget
washing machine,Whirlpool 3.5 Cu. Ft. Top Load Washer Wtw4816Fw,499.0,3.9,26000.0,Lowe'S,1,Unknown,,Whirlpool,1.0,Budget
washing machine,Insignia 3.7 Cu. Ft. High Efficiency 12-Cycle Top-Loading Washer,449.99,4.3,2400.0,Best Buy,2,Unknown,,Insignia,0.5,Budget
washing machine,Lg 4.1 Cu. Ft. Top Load Washer With Agitator,569.0,4.3,5800.0,Home Depot,3,Unknown,,Lg,0.3333333333333333,Budget
washing machine,Insignia 4.1 Cu. Ft. Top Load Washer Ns-Wmt41Wa5,499.99,4.7,878.0,Best Buy,4,Unknown,,Insignia,0.25,Budget
washing machine,Ge Hotpoint Top Load Washer Htw265As,519.0,4.1,2600.0,Lowe'S,5,Unknown,,Ge,0.2,Budget
washing machine,Ge 4.0 Cu. Ft. Capacity Washer With Stainless Steel Basket And Water Level Control,539.0,4.0,2700.0,Abc Warehouse,6,Unknown,,Ge,0.16666666666666666,Budget
washing machine,Lg 4.1 Cu. Ft. Top Load Washer With 4-Way Agitator,599.0,3.8,783.0,Home Depot,7,Unknown,,Lg,0.14285714285714285,Budget
washing machine,Samsung Top-Load Washer Wa45T3200Aw,549.99,4.3,8200.0,Best Buy,8,Unknown,,Samsung,0.125,Budget
washing machine,Maytag Top Load Washer With Deep Fill Mvw4005Sw,559.77,4.1,1600.0,Pc Richard & Son,9,Unknown,,Maytag,0.1111111111111111,Budget
washing machine,Hotpoint Htw240Askws Washer,16.95,,,Dialrto.Com,10,Unknown,,Hotpoint,0.1,Budget
washing machine,Whirlpool Top Load Washer With Removable Agitator,699.0,3.8,20000.0,Lowe'S,11,Unknown,,Whirlpool,0.09090909090909091,Budget
washing machine,Midea Top Load Washer,399.99,5.0,3.0,Electronic Express,12,Unknown,,Midea,0.08333333333333333,Budget
washing machine,Magic Chef Front Load Washer,581.99,2.7,14.0,Home Depot,13,Unknown,,Magic,0.07692307692307693,Budget
washing machine,"Dimedeal 18Lbs Portable Twin Tub Washing Machine, Small Washer With 1 Drying Rack And 10 Hangers, Compact Laundry Machine With Spinner, Mini Washer",105.99,2.8,24.0,Walmart - Dimedeal,14,Free delivery,,Dimedeal,0.07142857142857142,Budget
washing machine,Avanti 1.38 Cu. Ft. Compact Washer,249.97,3.9,24.0,Pc Richard & Son,15,Unknown,,Avanti,0.06666666666666667,Budget
washing machine,Hotpoint 4.0 Cu. Ft. Top Load Washer In White With Cold Plus And Water Level Control,17.99,4.1,2600.0,Rent-A-Center,16,Free delivery,,Hotpoint,0.0625,Budget
washing machine,Maytag Front Load Washer With Extra Power And 12-Hr Fresh,799.0,3.9,8400.0,Home Depot,17,Unknown,,Maytag,0.058823529411764705,Budget
washing machine,Whirlpool Top Load Impeller Washer Wtw4300Sw,599.0,3.8,96.0,Lowe'S,18,Unknown,,Whirlpool,0.05555555555555555,Budget
washing machine,Samsung Front Load Washer Wf45T6000Av,729.12,4.4,3400.0,Electronic Express,19,Unknown,,Samsung,0.05263157894736842,Budget
washing machine,"Lg 27"" Smart Front Load Washer",1099.99,4.3,371.0,Best Buy,20,Unknown,,Lg,0.05,Budget
washing machine,Lg Wt6100Cw Top Load Washer,569.0,4.4,1400.0,Home Depot,21,Unknown,,Lg,0.047619047619047616,Budget
washing machine,Ge Washer Gtw485Aswwb,597.0,4.2,9600.0,Abc Warehouse,22,Unknown,,Ge,0.045454545454545456,Budget
washing machine,Whirlpool Top Load Washer,598.0,4.1,2300.0,Plesser'S Appliances,23,Free delivery,,Whirlpool,0.043478260869565216,Budget
washing machine,Speed Queen Tc5 Top Load Washer,1497.0,4.6,3900.0,Rochester Appliance,24,Free delivery by Wed,,Speed,0.041666666666666664,Budget
washing machine,Amana Top Load Washer Ntw4519Jw,499.0,3.7,3500.0,Home Depot,25,Unknown,,Amana,0.04,Budget
washing machine,Maytag Top Load Washer,599.0,3.8,24000.0,Budget Appliance & Mattress Co,26,Unknown,,Maytag,0.038461538461538464,Budget
washing machine,Samsung 4.4 Cu. Ft. Top Load Washer With Activewave Agitator And Soft-Close Lid,548.97,4.2,2300.0,Pc Richard & Son,27,Unknown,,Samsung,0.037037037037037035,Budget
washing machine,Miele Wxc280Wcs Front Load Washer,1999.0,,,Best Buy,28,Free delivery,,Miele,0.03571428571428571,Budget
washing machine,Lg Smart Compact Front Load Washer,1149.0,4.0,725.0,Lowe'S,29,Free delivery,,Lg,0.034482758620689655,Budget
washing machine,Costway Portable Semi-Automatic Washing Machine With Built-In Drain Pump,158.99,4.6,1700.0,Walmart - Costway,30,Free delivery,,Costway,0.03333333333333333,Budget
washing machine,Whirlpool Top Load Agitator Washer With Quick Wash Wtw4105Sw,674.0,3.9,70.0,Home Depot,31,Unknown,,Whirlpool,0.03225806451612903,Budget
washing machine,Electrolux Front Load Washer Elfw7537Aw,943.0,4.6,2700.0,Plesser'S Appliances,32,Free delivery,,Electrolux,0.03125,Budget
washing machine,Lg 5.2 Cu. Ft. Smart Front Load Washer Wm8900Hba,1395.0,4.5,1500.0,Town Appliance,33,Free delivery,,Lg,0.030303030303030304,Budget
washing machine,Samsung 4.7 Cu. Ft. Smart Top Load Washer,629.12,4.2,1300.0,Best Buy,34,Unknown,,Samsung,0.029411764705882353,Budget
washing machine,Panda 2.0 Cu. Ft. Portable Washing Machine,382.99,4.3,22.0,Home Depot,35,Free delivery,,Panda,0.02857142857142857,Budget
washing machine,Maytag 5.2 Cu. Ft Agitator Top Load Washer With Extra Power,849.0,3.9,793.0,Lowe'S,36,Unknown,,Maytag,0.027777777777777776,Budget
washing machine,Lg Top Load Washer Wt7000Cw,697.0,4.2,1200.0,Abc Warehouse,37,Unknown,,Lg,0.02702702702702703,Budget
washing machine,Samsung Front Load Washer Wf45T6000Aw,729.0,4.3,7000.0,Abt Electronics & Appliances,38,Free delivery,,Samsung,0.02631578947368421,Budget
washing machine,Frigidaire 4.1 Cu. Ft. Top Load Washer,649.12,4.1,195.0,Electronic Express,39,Unknown,,Frigidaire,0.02564102564102564,Budget
washing machine,Lg Turbowash 360 Washer Wm4000Hba,929.0,4.3,5000.0,Home Depot,40,Unknown,,Lg,0.025,Budget
laptop,Hp 14 Inch Hd Windows Laptop,259.0,3.2,54.0,Walmart,1,Free next-day delivery,,Hp,1.0,Budget
laptop,"Acemagic - Lx15Pro - 15.6"" Gaming Laptop - Amd Ryzen 5 7430U(6C/12T) - Radeon Rx Vega 8 Graphics -16Gb Memory - 512Gb Nvme Ssd - Gray",429.0,3.5,8.0,Best Buy,2,Unknown,,Acemagic,0.5,Budget
laptop,Apple Macbook Neo 13 A18 Pro Chip,699.99,4.8,4800.0,Target,3,Free delivery by Thu,,Apple,0.3333333333333333,Budget
laptop,"Acer Chromebook 315 15.6"" Fhd Wi-Fi 6E",199.0,4.5,43.0,Best Buy,4,Free delivery by Sun,,Acer,0.25,Budget
laptop,"Lenovo Ideapad Slim 3I 15"" Touchscreen Laptop",849.0,5.0,2.0,Walmart,5,Free delivery,,Lenovo,0.2,Budget
laptop,Razer Blade 16 Ultra-Thin 16-Inch Amd Gaming Laptop,2399.99,,,Razer.Com,6,Free delivery,,Razer,0.16666666666666666,Budget
laptop,"Hp Omnibook 3 14"" 2K Oled Laptop",499.99,4.7,11.0,Best Buy,7,Free delivery,,Hp,0.14285714285714285,Budget
laptop,"Dell Inspiron 15.6"" Hd Screen Laptop",749.99,4.1,185.0,Dell,8,Free delivery by Thu,,Dell,0.125,Budget
